,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VeikkoK Oy,28.07.2015,
1,Y-tunnus,2701187-7,,
2,Kotipaikka,Kauhava,28.07.2015,
3,Yritysmuoto,Osakeyhtiö,28.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.07.2015,,
6,Viimeisin rekisteröintiajankohta,28.05.2022,28.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.07.2015,,
8,Yrityksen tila,Rekisterissä,28.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.05.2020,
11,Yhteystiedot,,23.11.2015,
12,Postiosoite,c/o LKV vaisto Oy  Kauppatie 52  62200  Kauhava  Suomi,,
13,Käyntiosoite,c/o LKV vaisto Oy  Kauppatie 52  62200  Kauhava  Suomi,,
14,Puhelin,"050 378 4886, 050 378 4886",,
15,Sähköposti,veikko.kustula(a)vaisto.com,,
16,Www,http://www.veikkok.fi,,
